Project,Module,File,GT,TFIDF,TFIDF Score,LLMProb,LLMProb Score,LLMAssign,LLMAssign-IPRAG,SAMCodeTLR
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/ConferenceEventListener.java,FreeSWITCH,FreeSWITCH,101.76,FSESL,85.00,FSESL,FreeSWITCH,non
bigbluebutton,Apps,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/example/ExampleClient.java,FreeSWITCH,FreeSWITCH,88.33,FSESL,95.00,FSESL,FSESL,non
bigbluebutton,Apps,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/internal/debug/ExecutionHandler.java,FreeSWITCH,FreeSWITCH,87.18,FSESL,90.00,FSESL,FSESL,non
bigbluebutton,Apps,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/transport/event/EslEvent.java,FreeSWITCH,FreeSWITCH,81.74,FSESL,90.00,FSESL,FSESL,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PageToConvert.java,Presentation Conversion,BBB web,76.58,Presentation Conversion,90.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/OfficeDocumentValidator2.java,Presentation Conversion,Presentation Conversion,79.02,Presentation Conversion,90.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/web/services/WaitingGuestCleanupTimerTask.java,BBB web,BBB web,74.76,non,80.00,non,BBB web,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/web/services/IStorageService.java,BBB web,BBB web,74.78,non,70.00,Redis DB,BBB web,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/UploadFileTimedoutMessage.java,Presentation Conversion,Presentation Conversion,125.59,non,40.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PdfPageCounter.java,Presentation Conversion,Presentation Conversion,82.24,Presentation Conversion,90.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/inbound/InboundConnectionFailure.java,FreeSWITCH,FreeSWITCH,92.90,FSESL,90.00,FSESL,FSESL,non
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/IDelayedCommandListener.java,FreeSWITCH,FreeSWITCH,105.51,FreeSWITCH,90.00,FSESL,FreeSWITCH,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/PageConverter.java,Presentation Conversion,Presentation Conversion,89.05,non,60.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/Geom.java,non,non,39.03,non,70.00,non,non,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/SlidesGenerationProgressNotifier.java,Presentation Conversion,Presentation Conversion,102.89,non,70.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/TurnEntry.java,BBB web,BBB web,74.77,non,30.00,non,BBB web,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/OfficeToPdfConversionService.java,Presentation Conversion,Presentation Conversion,147.29,non,80.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/FileTypeConstants.java,Presentation Conversion,Presentation Conversion,82.07,non,60.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,bigbluebutton-web/pres-checker/src/main/java/org/bigbluebutton/prescheck/Main.java,BBB web,non,38.56,Presentation Conversion,90.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/ExternalProcessExecutor.java,Presentation Conversion,Presentation Conversion,78.26,non,60.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/AudioFloorChangedEvent.java,FreeSWITCH,FreeSWITCH,98.39,FreeSWITCH,90.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PdfPageDownscaler.java,Presentation Conversion,Presentation Conversion,82.77,Presentation Conversion,90.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceStartRecordingEvent.java,FreeSWITCH,FreeSWITCH,98.10,non,80.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocPageCompletedProgress.java,Presentation Conversion,Presentation Conversion,79.90,non,50.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/internal/debug/ChannelEventRunnable.java,FreeSWITCH,FreeSWITCH,90.23,FSESL,90.00,FSESL,FSESL,non
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/commands/RecordCommand.java,FreeSWITCH,FreeSWITCH,101.15,non,80.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/FreeswitchApplication.java,FreeSWITCH,FreeSWITCH,89.37,non,60.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/FreeswitchConferenceEventListener.java,FreeSWITCH,FreeSWITCH,90.60,FSESL,90.00,FSESL,FreeSWITCH,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/PageExtractor.java,Presentation Conversion,Presentation Conversion,86.19,non,60.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/commands/ConferenceCommand.java,FreeSWITCH,FreeSWITCH,100.25,non,80.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAliveService.java,BBB web,Redis PubSub,134.79,BBB web,90.00,non,BBB web,non
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/DelayedCommandSenderService.java,FreeSWITCH,FreeSWITCH,100.81,FreeSWITCH,90.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/SvgConversionHandler.java,Presentation Conversion,Presentation Conversion,79.02,Presentation Conversion,90.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocConversionProgress.java,Presentation Conversion,Presentation Conversion,81.18,non,60.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/transport/message/EslMessage.java,FreeSWITCH,FreeSWITCH,87.29,FSESL,90.00,FSESL,FSESL,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAlivePong.java,BBB web,BBB web,74.78,non,40.00,Redis PubSub,BBB web,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/ConversionUpdateMessage.java,Presentation Conversion,Presentation Conversion,129.32,non,60.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/IPresentationCompletionMessage.java,Presentation Conversion,Presentation Conversion,86.74,non,40.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/transport/event/EslEventHeaderNames.java,FreeSWITCH,FreeSWITCH,97.95,non,80.00,FSESL,FSESL,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/PageAnalyser.java,Presentation Conversion,Presentation Conversion,86.60,non,70.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceConfRunningEvent.java,FreeSWITCH,FreeSWITCH,105.63,FreeSWITCH,90.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/Office2PdfPageConverter.java,Presentation Conversion,Presentation Conversion,196.13,non,80.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/SupportedDocumentFilter.java,Presentation Conversion,Presentation Conversion,115.34,non,70.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/ICallbackEvent.java,BBB web,BBB web,74.81,non,65.00,non,BBB web,non
bigbluebutton,Apps,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/internal/HeaderParser.java,FreeSWITCH,FreeSWITCH,84.12,FSESL,95.00,FSESL,FSESL,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/StunServer.java,BBB web,BBB web,74.80,non,10.00,non,BBB web,non
bigbluebutton,Apps,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/outbound/example/SimpleHangupOutboundHandler.java,FreeSWITCH,FreeSWITCH,86.90,FSESL,90.00,FSESL,FSESL,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/AddNamespaceToSvgHandler.java,Presentation Conversion,Presentation Conversion,86.60,non,60.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/inbound/Client.java,FreeSWITCH,FreeSWITCH,73.13,FSESL,95.00,FSESL,FSESL,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PresentationFileProcessor.java,Presentation Conversion,Presentation Conversion,151.34,Presentation Conversion,90.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/Util.java,Presentation Conversion,Presentation Conversion,81.79,Presentation Conversion,85.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/ConnectionManager.java,FreeSWITCH,FreeSWITCH,96.32,FreeSWITCH,90.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PdfSlidesGenerationService.java,Presentation Conversion,Presentation Conversion,81.84,Presentation Conversion,90.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/GetAllUsersCommand.java,FreeSWITCH,FreeSWITCH,110.15,FSESL,85.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/transport/SendMsg.java,FreeSWITCH,FreeSWITCH,87.26,FSESL,95.00,FSESL,FSESL,non
bigbluebutton,Apps,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/pubsub/ReceivedMessage.java,Redis PubSub,Redis PubSub,305.72,non,60.00,Redis PubSub,Redis PubSub,non
bigbluebutton,Apps,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/PathCommands.java,non,non,40.93,non,40.00,non,non,non
bigbluebutton,Apps,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/RedisStorageService.java,Redis DB,Redis PubSub,118.24,non,50.00,Redis DB,Redis DB,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/GeneratedSlidesInfoHelper.java,Presentation Conversion,Presentation Conversion,86.60,Presentation Conversion,90.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/ThumbnailCreator.java,Presentation Conversion,Presentation Conversion,86.19,non,60.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/ImageSlidesGenerationService.java,Presentation Conversion,Presentation Conversion,160.21,Presentation Conversion,85.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/BroadcastConferenceCommand.java,FreeSWITCH,FreeSWITCH,103.79,FreeSWITCH,95.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/PdfPageCounterHandler.java,Presentation Conversion,Presentation Conversion,82.86,non,70.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/CallbackUrlService.java,BBB web,BBB web,75.33,non,50.00,non,BBB web,non
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUsersStatusEvent.java,FreeSWITCH,FreeSWITCH,98.24,non,70.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/UploadedPresentation.java,Presentation Conversion,Presentation Conversion,111.79,non,60.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/SvgImageCreatorImp.java,Presentation Conversion,BBB web,78.73,non,60.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/internal/AbstractEslClientHandler.java,FreeSWITCH,FreeSWITCH,77.83,FSESL,95.00,FSESL,FSESL,non
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/ConferenceServerListener.java,FreeSWITCH,FreeSWITCH,101.40,non,80.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/GetUsersStatusCommand.java,FreeSWITCH,FreeSWITCH,105.12,FreeSWITCH,90.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/CheckFreeswitchStatusCommand.java,FreeSWITCH,FreeSWITCH,104.64,FreeSWITCH,85.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/ConferenceCheckRecordCommand.java,FreeSWITCH,FreeSWITCH,104.04,non,80.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/PlaySoundCommand.java,FreeSWITCH,FreeSWITCH,103.35,non,80.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/Page.java,Presentation Conversion,Presentation Conversion,86.19,non,70.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/FreeswitchStatusReplyEvent.java,FreeSWITCH,FreeSWITCH,98.67,FSESL,85.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/internal/IEslProtocolListener.java,FreeSWITCH,FreeSWITCH,92.90,FSESL,90.00,FSESL,FSESL,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PresentationToConvert.java,Presentation Conversion,Presentation Conversion,84.86,Presentation Conversion,90.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/TextFileCreatorImp.java,Presentation Conversion,BBB web,79.65,non,80.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/ConversionMessageConstants.java,Presentation Conversion,Presentation Conversion,118.18,Presentation Conversion,90.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/PngCreator.java,Presentation Conversion,Presentation Conversion,86.19,Presentation Conversion,90.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/ESLEventListener.java,FreeSWITCH,FreeSWITCH,88.75,non,60.00,FSESL,FreeSWITCH,non
bigbluebutton,Apps,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/pubsub/MessageSender.java,Redis PubSub,Redis PubSub,298.85,Redis PubSub,95.00,Redis PubSub,Redis PubSub,non
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/response/ConferenceMember.java,FreeSWITCH,FreeSWITCH,102.72,non,80.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/PdfConversionInvalid.java,Presentation Conversion,Presentation Conversion,80.32,non,70.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/web/services/EnteredUserCleanupTimerTask.java,BBB web,BBB web,74.76,non,70.00,BBB web,BBB web,non
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/ConfRecording.java,FreeSWITCH,FreeSWITCH,99.85,non,80.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/response/ConferenceMemberFlags.java,FreeSWITCH,FreeSWITCH,105.02,FreeSWITCH,95.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocConversionRequestReceived.java,Presentation Conversion,Presentation Conversion,82.07,non,70.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/PathData.java,non,non,40.83,non,70.00,non,non,non
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/UnknownConferenceEvent.java,FreeSWITCH,FreeSWITCH,100.45,FreeSWITCH,90.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/transport/CommandResponse.java,FreeSWITCH,FreeSWITCH,90.91,FSESL,90.00,FSESL,FSESL,non
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUserLeftEvent.java,FreeSWITCH,FreeSWITCH,103.36,non,70.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/SvgImageCreator.java,Presentation Conversion,Presentation Conversion,86.32,BBB web,85.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PageExtractorImp.java,Presentation Conversion,Presentation Conversion,83.73,Presentation Conversion,90.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/transport/message/EslFrameDecoder.java,FreeSWITCH,FreeSWITCH,76.91,non,80.00,FSESL,FSESL,non
bigbluebutton,Apps,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/Bezier.java,non,non,39.08,non,40.00,non,non,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/MimeTypeUtils.java,Presentation Conversion,BBB web,79.98,Presentation Conversion,90.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/TurnServer.java,BBB web,BBB web,74.73,non,30.00,non,BBB web,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/ImageResizer.java,Presentation Conversion,Presentation Conversion,86.46,non,80.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocPageCountFailed.java,Presentation Conversion,Presentation Conversion,81.18,non,60.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/Shapes.java,non,non,40.24,non,15.00,non,non,non
bigbluebutton,Apps,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/pubsub/MessageHandler.java,Redis PubSub,Redis PubSub,312.19,Redis PubSub,95.00,Redis PubSub,Redis PubSub,non
bigbluebutton,Apps,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/RedisAwareCommunicator.java,Redis DB,Redis PubSub,159.86,non,45.00,Redis PubSub,Redis PubSub,non
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUserLockedEvent.java,FreeSWITCH,FreeSWITCH,102.61,non,80.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/OfficeDocumentValidator.java,Presentation Conversion,BBB web,76.17,non,70.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/ThumbnailCreatorImp.java,Presentation Conversion,BBB web,78.04,Presentation Conversion,95.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/HoldUserCommand.java,FreeSWITCH,FreeSWITCH,103.35,non,75.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/manager/internal/ManagerConnectionImpl.java,FreeSWITCH,FreeSWITCH,87.37,non,80.00,FSESL,FSESL,non
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/DelayedCommand.java,FreeSWITCH,FreeSWITCH,104.63,non,70.00,FSESL,FreeSWITCH,non
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/TransferUserToMeetingCommand.java,FreeSWITCH,FreeSWITCH,103.16,non,80.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/Office2PdfConverterHandler.java,Presentation Conversion,Presentation Conversion,86.60,Presentation Conversion,90.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/inbound/InboundClientHandler.java,FreeSWITCH,FreeSWITCH,85.93,non,80.00,FSESL,FSESL,non
bigbluebutton,Apps,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/manager/ManagerConnection.java,FreeSWITCH,FreeSWITCH,93.25,FSESL,100.00,FSESL,FSESL,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/CountingPageException.java,Presentation Conversion,Presentation Conversion,82.53,Presentation Conversion,100.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/IEslEventListener.java,FreeSWITCH,FreeSWITCH,87.94,FSESL,90.00,FSESL,FSESL,non
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUserTalkingEvent.java,FreeSWITCH,FreeSWITCH,102.61,FreeSWITCH,85.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/ForceEjectUserCommand.java,FreeSWITCH,FreeSWITCH,110.10,non,80.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocPageGeneratedProgress.java,Presentation Conversion,Presentation Conversion,79.09,non,80.00,Presentation Conversion,Presentation Conversion,non
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/StopSoundCommand.java,FreeSWITCH,FreeSWITCH,105.12,non,80.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/FreeswitchHeartbeatEvent.java,FreeSWITCH,FreeSWITCH,99.55,FreeSWITCH,85.00,FreeSWITCH,FreeSWITCH,non
bigbluebutton,Apps,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/BezierWrapper.java,non,non,41.49,non,70.00,non,non,non
bigbluebutton,Apps,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/EjectUserCommand.java,FreeSWITCH,FreeSWITCH,104.21,non,80.00,FreeSWITCH,FreeSWITCH,non
