Project,Module,File,GT,TFIDF,TFIDF Score,LLMProb,LLMProb Score,LLMAssign,LLMAssign-IPRAG,SAMCodeTLR
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/ConfMember.java,non-None,non-None,100.4,non-None,99.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUserLockedEvent.java,non-None,non-None,102.54,non-None,99.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/Png2SvgConversionHandler.java,non-None,non-None,94.53,non-None,99.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/OfficeDocumentValidator2.java,non-None,non-None,93.46,non-None,98.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/TransferUserToMeetingCommand.java,non-None,non-None,109.15,non-None,99.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/PdfPageCounterHandler.java,non-None,non-None,105.41,non-None,95.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocPageGeneratedProgress.java,non-None,non-None,93.16,non-None,95.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PresentationFileProcessor.java,non-None,non-None,206.79,non-None,99.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocPageCompletedProgress.java,non-None,non-None,88.3,non-None,90.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/ThumbnailCreator.java,non-None,non-None,102.65,non-None,99.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/Page.java,non-None,non-None,99.51,non-None,99.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/IEslEventListener.java,non-None,non-None,90.58,non-None,90.0,non,non,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/BezierPathIterator.java,non,non,5.04,non-None,95.0,non,non,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/TurnServer.java,non,non,8.62,non,0.0,non,non,non
bigbluebutton,Apps__BBB web__FSESL,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/inbound/InboundConnectionFailure.java,non-None,non-None,92.89,non,0.0,non,non,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/PdfConversionInvalid.java,non-None,non-None,90.75,non-None,98.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/FileTypeConstants.java,non-None,non-None,108.38,non-None,95.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAliveService.java,non,non-None,133.98,non-None,90.0,non,non,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/RedisStorageService.java,non-None,non-None,142.6,non-None,95.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocConversionProgress.java,non-None,non-None,89.68,non-None,95.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/RecordConferenceCommand.java,non-None,non-None,111.23,non-None,100.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/ConferenceCheckRecordCommand.java,non-None,non-None,101.98,non-None,100.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/OfficeDocumentValidator.java,non-None,non-None,100.31,non-None,95.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/IVoiceConferenceService.java,non-None,non-None,97.47,non-None,100.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/DocInvalidMimeType.java,non-None,non-None,90.64,non-None,95.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/FreeswitchStatusReplyEvent.java,non-None,non-None,100.74,non-None,99.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/web/services/UserCleanupTimerTask.java,non,non,7.48,non,0.0,non,non,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PageExtractorImp.java,non-None,non-None,102.87,non-None,98.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PngCreatorImp.java,non-None,non-None,98.08,non-None,99.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/ConfRecording.java,non-None,non-None,101.92,non-None,100.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUserJoinedEvent.java,non-None,non-None,99.06,non-None,100.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/handlers/Office2PdfConverterHandler.java,non-None,non-None,94.53,non-None,99.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/EjectUserCommand.java,non-None,non-None,109.26,non,0.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/IDelayedCommandListener.java,non-None,non-None,109.23,non-None,99.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/GetUsersStatusCommand.java,non-None,non-None,102.11,non-None,100.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceConfRunningEvent.java,non-None,non-None,101.92,non-None,99.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/PathData.java,non,non,6.62,non-None,90.0,non,non,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/pubsub/ReceivedMessage.java,non-None,non-None,314.07,non-None,100.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/CountingPageException.java,non-None,non-None,95.05,non-None,99.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUserTalkingEvent.java,non-None,non-None,102.54,non-None,99.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/internal/HeaderParser.java,non-None,non-None,84.11,non,0.0,non,non,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUserMutedEvent.java,non-None,non-None,102.54,non-None,98.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/transport/event/EslEventHeaderNames.java,non-None,non-None,99.57,non,0.0,non,non,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/DelayedCommandSenderService.java,non-None,non-None,105.36,non-None,99.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/ESLEventListener.java,non-None,non-None,88.65,non-None,99.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PdfPageCounter.java,non-None,non-None,104.11,non-None,99.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/FreeswitchApplication.java,non-None,non-None,92.48,non-None,99.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/ConversionMessageConstants.java,non-None,non-None,136.67,non-None,95.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/AudioFloorChangedEvent.java,non-None,non-None,101.45,non-None,100.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/ForceEjectUserCommand.java,non-None,non-None,113.96,non-None,99.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUsersStatusEvent.java,non-None,non-None,100.31,non-None,100.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/FreeswitchHeartbeatEvent.java,non-None,non-None,101.62,non-None,99.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/MuteUserCommand.java,non-None,non-None,110.85,non-None,100.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/ConferenceServerListener.java,non-None,non-None,102.45,non-None,100.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/messages/PageConvertProgressMessage.java,non-None,non-None,96.82,non-None,95.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceUserLeftEvent.java,non-None,non-None,103.3,non-None,100.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/pubsub/MessageSender.java,non-None,non-None,312.76,non-None,100.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/web/services/callback/CallbackUrlService.java,non,non,20.14,non-None,85.0,non,non,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/PngCreator.java,non-None,non-None,102.65,non-None,100.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/internal/AbstractEslClientHandler.java,non-None,non,78.21,non,0.0,non,non,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PageToConvert.java,non-None,non-None,95.96,non-None,99.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/CheckFreeswitchStatusCommand.java,non-None,non-None,110.3,non-None,100.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PresentationToConvert.java,non-None,non-None,95.77,non-None,98.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-message/src/main/java/org/bigbluebutton/common2/redis/pubsub/ReceivedMessageHandler.java,non-None,non-None,318.24,non-None,100.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/Geom.java,non,non,21.23,non-None,95.0,non,non,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/web/services/turn/StunTurnService.java,non,non,6.92,non,0.0,non,non,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/events/VoiceConferenceEvent.java,non-None,non-None,102.38,non-None,100.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/internal/debug/ChannelEventRunnable.java,non-None,non-None,90.86,non,0.0,non,non,non
bigbluebutton,Apps__BBB web__FSESL,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/example/ExampleClient.java,non-None,non-None,93.29,non,5.0,non,non,non
bigbluebutton,Apps__BBB web__FSESL,bbb-fsesl-client/src/main/java/org/freeswitch/esl/client/transport/SendMsg.java,non-None,non-None,86.14,non,5.0,non,non,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/web/services/KeepAlivePong.java,non,non,5.46,non-None,90.0,non,non,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-fsesl/src/main/java/org/bigbluebutton/freeswitch/voice/freeswitch/actions/BroadcastConferenceCommand.java,non-None,non-None,111.23,non-None,100.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,bbb-common-web/src/main/java/org/bigbluebutton/presentation/imp/PageCounterService.java,non-None,non-None,91.02,non-None,99.0,non-None,non-None,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/Shapes.java,non,non,3.29,non-None,95.0,non,non,non
bigbluebutton,Apps__BBB web__FSESL,akka-bbb-apps/src/main/scala/org/bigbluebutton/core/util/jhotdraw/BezierPath.java,non,non,12.04,non-None,85.0,non,non,non
