file_path,Client,Common,E2E,UI,best_module,best_likelihood
teammates\src\test\java\teammates\ui\webapi\SendErrorReportActionTest.java,0.0027969062328338625,0.04331632341657366,0.04662993976048061,2678.054618835449,UI,2678.054618835449
teammates\src\test\java\teammates\logic\api\MockTaskQueuer.java,0.05834847858973912,0.0909444945199149,0.04743035861424037,0.0,Common,0.0909444945199149
teammates\src\e2e\java\teammates\e2e\pageobjects\AdminSessionsPage.java,0.10093051365443638,0.1341616358075823,2769.7485733032227,0.07010579109191895,E2E,2769.7485733032227
teammates\src\test\java\teammates\test\EmailChecker.java,0.0027660065463611058,0.0,0.2885397229875837,0.0,E2E,0.2885397229875837
teammates\src\test\java\teammates\logic\api\LogicExtension.java,0.0,0.0,0.04463793890816825,0.0,E2E,0.04463793890816825
teammates\src\e2e\java\teammates\e2e\cases\axe\InstructorCourseJoinConfirmationPageAxeTest.java,0.05348452499934605,0.02141401938029698,3085.7144165039062,0.011251986026763916,E2E,3085.7144165039062
teammates\src\test\java\teammates\test\TestNgXmlTest.java,0.12869768142700194,0.20413902827671596,0.14199560710362025,0.11546524592808315,Common,0.20413902827671596
teammates\src\test\java\teammates\ui\webapi\DeleteStudentsActionTest.java,0.0034389983330454146,0.020295681272234235,0.04635121141161237,2397.67276763916,UI,2397.67276763916
teammates\src\e2e\java\teammates\e2e\cases\axe\InstructorStudentRecordsPageAxeTest.java,0.02531658581324986,0.02156471184321812,3056.1828994750977,0.05233628749847412,E2E,3056.1828994750977
teammates\src\e2e\java\teammates\e2e\cases\axe\InstructorCoursesPageAxeTest.java,0.024925225121634347,0.021872551100594658,3071.9616317749023,0.01149292162486485,E2E,3071.9616317749023
teammates\src\test\java\teammates\ui\webapi\DeleteFeedbackQuestionActionTest.java,0.009166296039308821,0.049606643404279435,0.29337754930768695,2340.3710556030273,UI,2340.3710556030273
teammates\src\client\java\teammates\client\util\ClientProperties.java,3867.9440689086914,0.0,0.1264270646231515,0.10626873288835798,Client,3867.9440689086914
teammates\src\test\java\teammates\ui\webapi\UnpublishFeedbackSessionActionTest.java,0.012798365524836949,0.01802950756890433,0.04723608153206962,2287.385597229004,UI,2287.385597229004
teammates\src\test\java\teammates\storage\api\FeedbackResponsesDbTest.java,0.07011376789637974,0.1028815678187779,0.43391328539167134,0.08111211231776647,E2E,0.43391328539167134
teammates\src\test\java\teammates\ui\webapi\ResetAccountActionTest.java,0.010029664209910801,0.015110540390014648,0.38021608080182756,2258.9483642578125,UI,2258.9483642578125
teammates\src\e2e\java\teammates\e2e\pageobjects\CourseJoinConfirmationPage.java,0.02857142857142857,0.0645641463143485,2596.7560958862305,0.15312344687325613,E2E,2596.7560958862305
teammates\src\test\java\teammates\common\util\StringHelperExtension.java,0.0,3757.6232528686523,0.042400452068873815,0.026340855870928083,Common,3757.6232528686523
teammates\src\e2e\java\teammates\e2e\pageobjects\InstructorSessionIndividualExtensionPage.java,0.13143130711146764,0.11963799340384347,2586.265068054199,0.07206296239580427,E2E,2586.265068054199
teammates\src\test\java\teammates\ui\webapi\AccountRequestSearchIndexingWorkerActionTest.java,0.009819452251706804,0.020530271530151366,0.05202038288116455,2431.697578430176,UI,2431.697578430176
teammates\src\e2e\java\teammates\e2e\cases\AdminSessionsPageE2ETest.java,0.09474812916346959,0.15826095853533065,3133.3139038085938,0.10096352440970284,E2E,3133.3139038085938
teammates\src\e2e\java\teammates\e2e\util\TestProperties.java,0.21731564658028737,0.2030564171927316,3088.7791061401367,0.28168798174176896,E2E,3088.7791061401367
teammates\src\test\java\teammates\storage\api\StudentsDbTest.java,0.010892980439322335,0.9894921439034599,1.0790387834821429,0.46163406372070315,E2E,1.0790387834821429
teammates\src\client\java\teammates\client\scripts\DataMigrationForSanitizedDataInInstructorAttributes.java,3737.026786804199,0.09194659505571638,0.07935249464852469,0.07756020001002721,Client,3737.026786804199
teammates\src\test\java\teammates\ui\webapi\CreateInstructorActionTest.java,0.05891650744846889,0.04514707837785993,0.5923696790422712,2216.501865386963,UI,2216.501865386963
teammates\src\test\java\teammates\ui\webapi\BinFeedbackSessionActionTest.java,0.009023833274841308,0.04855694089617048,0.2800316674368722,2325.6671142578125,UI,2325.6671142578125
teammates\src\test\java\teammates\storage\search\BaseSearchTest.java,0.02857142857142857,0.05714285714285714,0.04229001658303397,0.02857142857142857,Common,0.05714285714285714
teammates\src\test\java\teammates\ui\webapi\UpdateStudentActionTest.java,0.034650472232273646,0.9348123822893415,1.0083909170968193,2127.2482872009277,UI,2127.2482872009277
teammates\src\e2e\java\teammates\e2e\cases\InstructorSessionIndividualExtensionPageE2ETest.java,0.1084569045475551,0.16495740073067802,2440.8414459228516,0.0842470577784947,E2E,2440.8414459228516
teammates\src\e2e\java\teammates\e2e\pageobjects\InstructorStudentRecordsPage.java,0.06299633298601423,0.06299633298601423,2601.318817138672,0.009907083000455584,E2E,2601.318817138672
teammates\src\e2e\java\teammates\e2e\cases\axe\StudentHomePageAxeTest.java,0.021872551100594658,0.021872551100594658,3108.117332458496,0.01149292162486485,E2E,3108.117332458496
teammates\src\test\java\teammates\ui\webapi\QueryLogsActionTest.java,0.010751043047223772,0.07644492558070591,0.45643315996442524,2149.535713195801,UI,2149.535713195801
teammates\src\test\java\teammates\ui\webapi\GetAccountsActionTest.java,0.011330534730638777,0.0,0.26543794359479633,2345.166358947754,UI,2345.166358947754
teammates\src\test\java\teammates\ui\webapi\GetRegkeyValidityActionTest.java,0.004252884643418448,0.20255951200212752,0.04383493150983538,2373.037757873535,UI,2373.037757873535
teammates\src\test\java\teammates\common\datatransfer\questions\FeedbackRankOptionsQuestionDetailsTest.java,0.02857142857142857,3097.152328491211,0.0533682039805821,0.03455663408551898,Common,3097.152328491211
teammates\src\test\java\teammates\test\MockFilterChain.java,0.0,0.0,0.045211958885192874,0.04282270840236119,E2E,0.045211958885192874
teammates\src\test\java\teammates\test\TestProperties.java,0.10905343464442661,0.15500401088169644,0.14626456669398716,0.14862779889787947,Common,0.15500401088169644
teammates\src\client\java\teammates\client\scripts\DataMigrationForSanitizedDataInStudentAttributes.java,3621.156578063965,0.09542324202401298,0.07410454750061035,0.07847641536167689,Client,3621.156578063965
teammates\src\client\java\teammates\client\scripts\DataMigrationForTeamNameInResponseGiver.java,3658.415641784668,0.12480573654174805,0.5897301810128348,0.08032091685703822,Client,3658.415641784668
teammates\src\test\java\teammates\logic\api\MockRecaptchaVerifier.java,0.0,0.0,0.042467570304870604,0.0,E2E,0.042467570304870604
teammates\src\e2e\java\teammates\e2e\cases\InstructorNotificationsPageE2ETest.java,0.026855313777923585,0.051972365379333495,2936.6995239257812,0.15245456695556642,E2E,2936.6995239257812
teammates\src\test\java\teammates\ui\webapi\GetUsageStatisticsActionTest.java,0.012776343311582292,0.01879253898348127,0.3820901325770787,2315.2324295043945,UI,2315.2324295043945
teammates\src\test\java\teammates\logic\api\EmailGeneratorTest.java,0.10182326180594307,0.18062082018171038,0.41301670074462893,0.3524415152413504,E2E,0.41301670074462893
teammates\src\test\java\teammates\ui\webapi\FeedbackSessionClosedRemindersActionTest.java,0.12617387771606445,0.1722153527396066,0.05146743910653251,2305.025520324707,UI,2305.025520324707
teammates\src\test\java\teammates\ui\webapi\GetCourseJoinStatusActionTest.java,0.0080391492162432,0.14003731863839286,0.04718008381979806,2485.818977355957,UI,2485.818977355957
teammates\src\test\java\teammates\ui\webapi\GetCourseSectionNamesActionTest.java,0.006478693229811532,0.05884886469159808,0.0499971900667463,2353.469886779785,UI,2353.469886779785
teammates\src\client\java\teammates\client\scripts\DataMigrationForTextQuestionDetailsFormat.java,3753.587646484375,0.05714285714285714,0.08908226149422782,0.05456818853105817,Client,3753.587646484375
teammates\src\test\java\teammates\ui\webapi\FeedbackSessionPublishedEmailWorkerActionTest.java,0.05795518330165318,0.026427672590528216,0.05405170917510986,2375.548095703125,UI,2375.548095703125
teammates\src\test\java\teammates\common\datatransfer\AttributesDeletionQueryTest.java,0.02857142857142857,3333.8028717041016,0.04365232331412179,0.02857142857142857,Common,3333.8028717041016
teammates\src\client\java\teammates\client\scripts\DataMigrationForFeedbackSessionMismatchedTimezone.java,3666.6756439208984,0.05714285714285714,0.07398824691772461,0.02857142857142857,Client,3666.6756439208984
teammates\src\test\java\teammates\logic\api\MockEmailSender.java,0.0,0.0,0.04485172203608922,0.0,E2E,0.04485172203608922
teammates\src\e2e\java\teammates\e2e\pageobjects\Browser.java,0.2621950149536133,0.377128655569894,3050.4495239257812,0.37669421604701453,E2E,3050.4495239257812
teammates\src\test\java\teammates\ui\webapi\UpdateInstructorPrivilegeActionTest.java,0.004936120339802333,0.03195493561880929,0.3405842644827706,1913.201732635498,UI,1913.201732635498
teammates\src\test\java\teammates\ui\servlets\WebApiServletTest.java,0.02857142857142857,0.08592558588300432,0.10173450878688267,2239.2766189575195,UI,2239.2766189575195
teammates\src\test\java\teammates\common\util\TimeHelperExtension.java,0.036957315036228726,3756.732978820801,0.041427629334586005,0.05427908216203962,Common,3756.732978820801
teammates\src\client\java\teammates\client\scripts\TeamEvalResultCalculations.java,3696.7155838012695,0.0,0.8849114009312221,0.023672502381461007,Client,3696.7155838012695
teammates\src\client\java\teammates\client\scripts\DataMigrationForInstructorFeedbackResponseComments.java,3760.4481506347656,1.5770280020577567,0.08028309004647391,0.05464719363621303,Client,3760.4481506347656
teammates\src\test\java\teammates\logic\core\DeadlineExtensionsLogicTest.java,0.8297506604875837,0.19047342027936662,0.3258073806762695,0.17935030800955637,Client,0.8297506604875837
teammates\src\test\java\teammates\ui\webapi\GetSessionResultsActionTest.java,0.008040605272565568,0.025894187177930558,0.11223077092851912,2002.3502349853516,UI,2002.3502349853516
teammates\src\e2e\java\teammates\e2e\cases\axe\AdminSearchPageAxeTest.java,0.0247334429195949,0.021717541558401925,3062.317352294922,0.011411471026284354,E2E,3062.317352294922
teammates\src\test\java\teammates\ui\webapi\GetAccountRequestActionTest.java,0.01012017045702253,0.0,0.34358016422816684,2407.3202514648438,UI,2407.3202514648438
teammates\src\test\java\teammates\ui\webapi\GetReadNotificationsActionTest.java,0.07131799970354352,0.10294763020106724,0.0734903267451695,2624.513740539551,UI,2624.513740539551
teammates\src\e2e\java\teammates\e2e\cases\axe\StudentCourseJoinConfirmationPageAxeTest.java,0.053718675885881695,0.02141401938029698,3043.9169311523438,0.011251986026763916,E2E,3043.9169311523438
teammates\src\test\java\teammates\test\ThreadHelper.java,0.0,0.0,0.04517978259495326,0.0,E2E,0.04517978259495326
teammates\src\test\java\teammates\logic\core\AccountRequestsLogicTest.java,1.0132635934012277,0.08140918867928641,0.2997084208897182,0.09951398032052176,Client,1.0132635934012277
teammates\src\test\java\teammates\ui\webapi\DeleteAccountRequestActionTest.java,0.008579141753060477,0.0,0.04573563167027065,2393.1850814819336,UI,2393.1850814819336
teammates\src\test\java\teammates\ui\request\StudentsEnrollRequestTest.java,0.0,1.2872537885393416,0.2952745165143694,2428.6425018310547,UI,2428.6425018310547
teammates\src\test\java\teammates\ui\webapi\CreateFeedbackSessionLogActionTest.java,0.009415262086050851,0.03756051744733538,0.32903477805001397,2232.7069091796875,UI,2232.7069091796875
teammates\src\e2e\java\teammates\e2e\cases\InstructorStudentActivityLogsPageE2ETest.java,0.049987564768110004,0.10721714837210519,2652.369384765625,0.030601559366498676,E2E,2652.369384765625
teammates\src\test\java\teammates\ui\webapi\GetFeedbackSessionSubmittedGiverSetActionTest.java,0.03528063297271729,0.0,0.055744140488760814,2382.085494995117,UI,2382.085494995117
teammates\src\test\java\teammates\test\FileHelper.java,0.03535804067339216,0.02857142857142857,0.0973212378365653,0.15788873944963727,UI,0.15788873944963727
teammates\src\e2e\java\teammates\e2e\cases\axe\StudentCourseDetailsPageAxeTest.java,0.024828946590423583,0.021794770445142473,3106.0451889038086,0.011452051571437291,E2E,3106.0451889038086
teammates\src\client\java\teammates\client\scripts\DataMigrationForSanitizedDataInCourseAttributes.java,3758.218460083008,0.07707279750279018,0.08055299350193569,0.06843130929129464,Client,3758.218460083008
teammates\src\e2e\java\teammates\e2e\pageobjects\AdminHomePage.java,0.09807474953787668,0.057556983402797156,2523.2032775878906,0.042871618270874025,E2E,2523.2032775878906
teammates\src\e2e\java\teammates\e2e\pageobjects\InstructorStudentListPage.java,0.062222371782575336,0.048768104825701035,2831.847724914551,0.04405801636832101,E2E,2831.847724914551
teammates\src\test\java\teammates\test\EmailCheckerTest.java,0.0,0.02185659578868321,0.045378593036106654,0.07988273756844656,UI,0.07988273756844656
teammates\src\e2e\java\teammates\e2e\pageobjects\InstructorFeedbackResultsPage.java,0.15800715855189731,1.4784832545689175,2409.797477722168,0.2493257795061384,E2E,2409.797477722168
teammates\src\test\java\teammates\ui\webapi\GetFeedbackResponseCommentActionTest.java,0.03470614978245327,0.7817217145647322,0.14999850136893136,2123.8126945495605,UI,2123.8126945495605
teammates\src\test\java\teammates\ui\webapi\UpdateFeedbackResponseCommentActionTest.java,0.0721851212637765,1.2422148568289622,0.28055430821010047,1798.5286140441895,UI,1798.5286140441895
teammates\src\test\java\teammates\common\datatransfer\package-info.java,0.02857142857142857,3844.0562057495117,0.042558080809456965,0.02857142857142857,Common,3844.0562057495117
teammates\src\e2e\java\teammates\e2e\cases\axe\StudentNotificationsPageAxeTest.java,0.02463870218821934,0.02164085762841361,3057.5378036499023,0.01137117828641619,E2E,3057.5378036499023
teammates\src\client\java\teammates\client\scripts\statistics\package-info.java,3926.7713165283203,0.0,0.0,0.0,Client,3926.7713165283203
teammates\src\e2e\java\teammates\e2e\cases\FeedbackContributionQuestionE2ETest.java,0.022092556953430174,0.018175317559923444,2617.078857421875,0.009550212110791887,E2E,2617.078857421875
teammates\src\test\java\teammates\common\datatransfer\questions\FeedbackTextQuestionDetailsTest.java,0.03465469224112375,3333.8028717041016,0.12304401397705078,0.035856410435267855,Common,3333.8028717041016
teammates\src\test\java\teammates\test\MockHttpServletResponse.java,0.07192292894635882,0.10991988863263812,0.06317817143031529,0.049283538545881,Common,0.10991988863263812
teammates\src\e2e\java\teammates\e2e\cases\FeedbackSubmitPageE2ETest.java,0.0789212703704834,1.6011332920619419,2707.0875930786133,1.7415551321847098,E2E,2707.0875930786133
teammates\src\e2e\java\teammates\e2e\cases\InstructorCoursesPageE2ETest.java,0.2165163448878697,0.1954381397792271,2949.8816680908203,0.11550006866455079,E2E,2949.8816680908203
teammates\src\test\java\teammates\test\BaseTestCaseWithDatabaseAccess.java,0.083402647290911,0.20969884055001395,0.041022757121494835,0.09845457077026368,Common,0.20969884055001395
teammates\src\test\java\teammates\common\datatransfer\TeamEvalResultTest.java,0.07197458403451103,2520.0365829467773,0.5319227491106305,0.054872046198163715,Common,2520.0365829467773
teammates\src\e2e\java\teammates\e2e\pageobjects\InstructorFeedbackSessionsPage.java,0.14187898635864257,0.22442374910627091,2294.001235961914,0.1521632466997419,E2E,2294.001235961914
teammates\src\test\java\teammates\ui\webapi\StudentCourseJoinEmailWorkerActionTest.java,0.0037679983036858697,0.0,0.06590123176574707,2337.0948791503906,UI,2337.0948791503906
teammates\src\test\java\teammates\logic\core\UsageStatisticsLogicTest.java,0.04422932352338518,0.12484797069004604,0.06681956563677106,0.04422932352338518,Common,0.12484797069004604
teammates\src\e2e\java\teammates\e2e\pageobjects\UserNotificationsPage.java,0.14707716533115933,0.20321009499686105,2894.7912216186523,0.4720725468226841,E2E,2894.7912216186523
teammates\src\test\java\teammates\test\BaseTestCase.java,0.058252143859863284,0.20214315141950334,0.07248871667044503,0.11810947145734514,Common,0.20214315141950334
teammates\src\test\java\teammates\common\datatransfer\questions\package-info.java,0.02857142857142857,3839.3394088745117,0.04251267910003662,0.02857142857142857,Common,3839.3394088745117
teammates\src\test\java\teammates\test\MockHttpServletRequest.java,0.007647109031677246,0.09538905279976981,0.11613873073032924,0.03590454374040876,E2E,0.11613873073032924
teammates\src\e2e\java\teammates\e2e\pageobjects\FeedbackSubmitPage.java,0.10918756212506975,1.014922877720424,2746.826286315918,0.26593878609793525,E2E,2746.826286315918
teammates\src\test\java\teammates\ui\webapi\GetTimeZonesActionTest.java,0.003931995800563267,0.0,0.38669842311314173,2379.5401763916016,UI,2379.5401763916016
teammates\src\e2e\java\teammates\e2e\util\package-info.java,0.0,0.0,2523.9968872070312,0.02651176963533674,E2E,2523.9968872070312
teammates\src\test\java\teammates\logic\core\AccountsLogicTest.java,0.11128952843802316,0.22070792061941966,1.0817812238420759,0.16406012943812778,E2E,1.0817812238420759
teammates\src\test\java\teammates\test\AbstractBackDoor.java,0.030173236983163015,0.130563177381243,0.09282796723502022,0.34017047882080076,UI,0.34017047882080076
teammates\src\e2e\java\teammates\e2e\cases\FeedbackResultsPageE2ETest.java,0.15935253415788922,1.200426047188895,2153.4878730773926,0.27115552084786554,E2E,2153.4878730773926
teammates\src\client\java\teammates\client\connector\DatastoreClient.java,3927.219657897949,0.11823814937046596,0.0,0.07745191710335868,Client,3927.219657897949
teammates\src\test\java\teammates\ui\webapi\DeleteNotificationActionTest.java,0.009429879699434552,0.04077473367963518,0.045994080815996444,2409.483985900879,UI,2409.483985900879
teammates\src\e2e\java\teammates\e2e\util\EmailAccount.java,0.005188107916287013,0.027927148342132568,2412.328643798828,0.16404929842267718,E2E,2412.328643798828
teammates\src\test\java\teammates\logic\api\MockLogsProcessor.java,0.0,0.08010982785906111,0.04221256460462298,0.0,Common,0.08010982785906111
teammates\src\test\java\teammates\ui\webapi\GetStudentsActionTest.java,0.01602332251412528,0.8146341051374163,0.0735703877040318,2149.858818054199,UI,2149.858818054199
teammates\src\test\java\teammates\ui\webapi\InstructorSearchIndexingWorkerActionTest.java,0.009819452251706804,0.020530271530151366,0.05202038288116455,2375.548095703125,UI,2375.548095703125
teammates\src\test\java\teammates\ui\webapi\EnrollStudentsActionTest.java,0.03802251134599958,0.038254097529820036,0.6404186793736049,2024.6375274658203,UI,2024.6375274658203
teammates\src\test\java\teammates\common\datatransfer\questions\FeedbackQuestionDetailsTest.java,0.03143225397382464,3797.7619552612305,0.6277581351143974,0.02857142857142857,Common,3797.7619552612305
teammates\src\test\java\teammates\ui\webapi\SendLoginEmailActionTest.java,0.005471564190728324,0.013919516972133091,0.3480276925223214,2456.6431427001953,UI,2456.6431427001953
teammates\src\client\java\teammates\client\scripts\GoogleIdMigrationBaseScript.java,3716.510429382324,0.10886609213692801,0.34099017551967076,0.09988415581839426,Client,3716.510429382324
teammates\src\e2e\java\teammates\e2e\cases\axe\InstructorFeedbackReportPageAxeTest.java,0.025231630461556572,0.021489102499825614,3116.171455383301,0.011291438341140747,E2E,3116.171455383301
teammates\src\test\java\teammates\common\datatransfer\questions\FeedbackRankRecipientsQuestionDetailsTest.java,0.07272967611040387,3060.338134765625,0.10798100743974959,0.05814542770385742,Common,3060.338134765625
teammates\src\e2e\java\teammates\e2e\cases\InstructorFeedbackReportPageE2ETest.java,0.13759335109165738,1.1650203159877233,2674.5220947265625,0.408863149370466,E2E,2674.5220947265625
teammates\src\test\java\teammates\ui\webapi\RemindFeedbackSessionResultActionTest.java,0.00763634272984096,0.018403117997305735,0.5635415213448661,2488.5359954833984,UI,2488.5359954833984
teammates\src\test\java\teammates\ui\webapi\UpdateCourseActionTest.java,0.09216044970921107,0.18958499091012138,0.04593789577484131,2270.8730697631836,UI,2270.8730697631836
teammates\src\client\java\teammates\client\scripts\SingleAccountGoogleIdMigrationScript.java,3744.4822311401367,0.0,0.07947097505841937,0.0,Client,3744.4822311401367
teammates\src\e2e\java\teammates\e2e\cases\axe\FeedbackResultsPageAxeTest.java,0.0254021269934518,0.02164085762841361,3058.072395324707,0.032775742667061944,E2E,3058.072395324707
teammates\src\client\java\teammates\client\scripts\DataMigrationForSampleGoogleIdInStudentAttributes.java,3766.1660385131836,0.05714285714285714,0.07900266647338867,0.05488711084638323,Client,3766.1660385131836
teammates\src\test\java\teammates\storage\api\FeedbackQuestionsDbTest.java,0.03789501871381487,0.03649018151419503,0.551616450718471,0.0,E2E,0.551616450718471
teammates\src\test\java\teammates\test\AssertHelperTest.java,0.003662221772330148,0.0,0.3548561096191406,0.0,E2E,0.3548561096191406
teammates\src\test\java\teammates\ui\webapi\UpdateFeedbackQuestionActionTest.java,0.07371617725917272,0.21341814313616073,0.4917661939348493,1978.228588104248,UI,1978.228588104248
teammates\src\test\java\teammates\ui\webapi\FeedbackSessionResendPublishedEmailWorkerActionTest.java,0.060528128487723216,0.04495300565447126,0.05371177877698626,2407.0948791503906,UI,2407.0948791503906
teammates\src\test\java\teammates\ui\webapi\CreateAccountRequestActionTest.java,0.12389206205095564,0.10813884735107422,0.33525616782052176,2300.5397033691406,UI,2300.5397033691406
teammates\src\test\java\teammates\ui\webapi\FeedbackSessionRemindParticularUsersEmailWorkerActionTest.java,0.06293490273611886,0.07361604145595006,0.2655772890363421,2318.1838989257812,UI,2318.1838989257812
teammates\src\test\java\teammates\ui\webapi\GetFeedbackResponsesActionTest.java,0.03503814765385219,0.10761792319161552,0.15304079055786132,2089.364242553711,UI,2089.364242553711
teammates\src\test\java\teammates\common\util\package-info.java,0.0,3774.0562057495117,0.042558080809456965,0.02651176963533674,Common,3774.0562057495117
teammates\src\e2e\java\teammates\e2e\cases\InstructorCourseDetailsPageE2ETest.java,0.02843606472015381,0.058143479483468194,2822.860870361328,0.05786470685686384,E2E,2822.860870361328
teammates\src\e2e\java\teammates\e2e\cases\StudentNotificationsPageE2ETest.java,0.026855313777923585,0.051972365379333495,2936.6995239257812,0.15245456695556642,E2E,2936.6995239257812
teammates\src\e2e\java\teammates\e2e\cases\InstructorCourseStudentDetailsPageE2ETest.java,0.025032132012503486,0.021191888196127755,2690.1400756835938,0.01113526735986982,E2E,2690.1400756835938
teammates\src\test\java\teammates\ui\webapi\UpdateInstructorActionTest.java,0.05925588607788086,0.06296826771327428,1.0466668265206474,2210.173816680908,UI,2210.173816680908
teammates\src\lnp\java\teammates\lnp\cases\FeedbackQuestionUpdateLNPTest.java,0.14322336741856168,0.1634469985961914,0.24799834660121373,0.036931606701442174,E2E,0.24799834660121373
teammates\src\e2e\java\teammates\e2e\cases\axe\InstructorHomePageAxeTest.java,0.024876987934112547,0.02183359180177961,3069.5399475097656,0.01147244998386928,E2E,3069.5399475097656
teammates\src\client\java\teammates\client\util\LoopHelper.java,3646.686668395996,0.0,0.0,0.025887867382594517,Client,3646.686668395996
